Moody's Analytics,www.moodysanalytics.com,Financial Analytics & Research,Financial Analytics & Research,Finance,534,3.2,3.2,3.1,3.2,OK,54,3.0,3.3
Equilar,www.joinequilar.com,Research & Development,Research & Development,Business Services,100,3.4,2.8,3.1,3.2,OK,53,3.0,3.3
Nitro,www.gonitro.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,85,3.3,4.0,3.8,3.4,OK,57,3.4,4.1
POPSUGAR,corp.popsugar.com,Publishing,Publishing,Media,146,3.4,3.5,3.9,3.6,Satisfied,66,2.9,3.7
Kohl's,www.kohlscorporation.com,Department, Clothing, & Shoe Stores,Department, Clothing, & Shoe Stores,Retail,8080,3.0,3.0,3.5,3.4,OK,63,3.1,3.4
Victoria's Secret,www.victoriassecret.com,Department, Clothing, & Shoe Stores,Department, Clothing, & Shoe Stores,Retail,5201,3.1,3.3,3.4,3.4,OK,61,2.9,2.8
FedEx,www.fedex.com,Express Delivery Services,Express Delivery Services,Transportation & Logistics,3670,3.5,3.7,3.6,3.7,Satisfied,74,3.3,3.5
The North Face,www.thenorthface.com,Consumer Products Manufacturing,Consumer Products Manufacturing,Manufacturing,402,3.1,3.4,3.9,3.6,Satisfied,70,3.1,3.7
Saba Software,www.saba.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,384,3.3,3.4,3.6,3.6,Satisfied,64,3.1,3.6
Fuze,www.fuze.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,241,4.0,4.0,3.8,4.1,Very Satisfied,79,4.0,3.8
Milestone Technologies,www.milestonepowered.com,IT Services,IT Services,Information Technology,230,3.0,2.9,2.9,3.1,OK,52,2.7,3.5
InsideView,www.insideview.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,155,3.5,3.7,3.8,3.7,Satisfied,58,3.4,4.0
Advantis Global,www.advantisglobal.com,Staffing & Outsourcing,Staffing & Outsourcing,Business Services,139,4.4,3.9,4.4,4.2,Very Satisfied,81,4.3,4.2
Mixpanel,www.mixpanel.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,122,3.4,3.6,3.3,3.4,OK,57,2.9,3.2
Pet Food Express,www.petfoodexpresscareers.com,Pet & Pet Supplies Stores,Pet & Pet Supplies Stores,Retail,114,3.0,2.6,3.8,3.4,OK,62,2.9,3.1
Grand Rounds,www.grandrounds.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,105,4.2,4.3,4.5,4.5,Very Satisfied,86,4.3,4.4
Dialpad,www.dialpad.com,Telecommunications Services,Telecommunications Services,Telecommunications,101,3.8,4.0,3.8,3.9,Satisfied,74,3.9,4.2
Dialpad,www.dialpad.com,Telecommunications Services,Telecommunications Services,Telecommunications,101,3.8,4.0,3.8,3.9,Satisfied,74,3.9,4.2
Zozi,www.zozi.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,77,2.4,3.2,3.5,2.5,OK,28,2.1,3.5
The San Francisco Chronicle,www.sfchronicle.com,News Outlet,News Outlet,Media,70,3.2,3.1,3.2,3.3,OK,57,3.2,3.6
Tata Consultancy Services,www.tcs.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,29944,3.4,3.0,3.7,3.6,Satisfied,74,2.9,3.6
NIKE,jobs.nike.com,Consumer Products Manufacturing,Consumer Products Manufacturing,Manufacturing,3762,3.4,3.6,4.1,3.9,Satisfied,81,3.2,3.7
CBRE,www.cbre.com,Real Estate,Real Estate,Real Estate,2588,3.5,3.3,3.7,3.7,Satisfied,71,3.4,3.5
Neustar,www.neustar.biz,Internet,Internet,Information Technology,442,3.2,3.8,3.2,3.4,OK,63,2.8,3.5
Oportun,www.oportun.com,Lending,Lending,Finance,121,3.4,3.3,3.9,3.8,Satisfied,71,3.7,3.2
NerdWallet,www.nerdwallet.com,Financial Analytics & Research,Financial Analytics & Research,Finance,97,2.9,4.4,3.6,3.3,OK,57,2.7,4.2
Vungle,www.vungle.com,Internet,Internet,Information Technology,84,3.8,3.8,3.8,3.9,Satisfied,77,3.5,3.4
Zoosk,www.zoosk.com,Internet,Internet,Information Technology,78,3.4,3.8,3.7,3.4,OK,61,3.2,3.9
Maximus Real Estate Partners,www.maximusrepartners.com,Real Estate,Real Estate,Real Estate,72,4.5,4.6,4.6,4.5,Very Satisfied,87,4.4,4.1
Entelo,www.entelo.com,Internet,Internet,Information Technology,71,4.9,4.5,5.0,4.9,Very Satisfied,97,4.8,4.6
Forever 21,www.forever21.com,Department, Clothing, & Shoe Stores,Department, Clothing, & Shoe Stores,Retail,4352,2.6,2.1,2.5,2.7,OK,33,2.3,2.6
In-N-Out Burger,www.in-n-out.com,Fast-Food & Quick-Service Restaurants,Fast-Food & Quick-Service Restaurants,Restaurants, Bars & Food Services,1087,4.3,4.4,4.6,4.4,Very Satisfied,94,4.0,3.8
Zazzle,www.zazzle.com,Consumer Product Rental,Consumer Product Rental,Consumer Services,146,2.3,2.4,2.6,2.7,OK,42,2.3,2.5
Opendoor,www.opendoor.com,Real Estate,Real Estate,Real Estate,126,4.3,4.1,4.3,4.4,Very Satisfied,84,4.2,3.7
San Mateo County,www.smcgov.org,Municipal Governments,Municipal Governments,Government,97,3.5,3.9,3.5,3.7,Satisfied,70,3.2,3.8
DoubleDutch,www.doubledutch.me,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,97,3.7,4.0,4.1,3.9,Satisfied,65,3.8,4.0
Alameda County,www.acgov.org,Municipal Governments,Municipal Governments,Government,94,3.1,3.8,3.2,3.3,OK,65,2.8,3.6
ServiceSource,www.servicesource.com,Staffing & Outsourcing,Staffing & Outsourcing,Business Services,730,2.4,2.5,2.8,2.7,OK,46,2.3,3.2
Course Hero,www.coursehero.com,Education Training Services,Education Training Services,Education,360,3.4,3.5,3.9,4.2,Very Satisfied,84,3.7,4.1
Philips,www.philips.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,3537,3.3,3.7,3.6,3.3,OK,52,3.0,3.7
Acxiom,www.acxiom.com,IT Services,IT Services,Information Technology,742,3.2,3.6,3.6,3.4,OK,60,3.1,3.9
Grocery Outlet,www.groceryoutlet.com,Grocery Stores & Supermarkets,Grocery Stores & Supermarkets,Retail,204,2.9,2.5,3.1,3.1,OK,58,3.0,3.1
Veeva Systems,www.veeva.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,154,2.9,3.2,3.3,3.1,OK,39,3.0,3.3
Kiva,www.kiva.org,Social Assistance,Social Assistance,Non-Profit,121,3.7,2.5,4.7,4.2,Very Satisfied,99,4.1,4.7
AppDirect,www.appdirect.com,Internet,Internet,Information Technology,120,3.5,3.9,3.8,3.5,Satisfied,72,3.4,3.8
Turnitin,www.turnitin.com,Internet,Internet,Information Technology,110,3.8,4.1,4.1,4.1,Very Satisfied,77,4.1,4.6
Impax Laboratories,www.impaxlabs.com,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,98,2.2,3.2,2.5,2.6,OK,38,2.2,2.9
State Farm,www.statefarm.com,Insurance Carriers,Insurance Carriers,Insurance,6966,3.0,3.2,3.1,3.1,OK,46,2.6,3.0
Goodwill,www.goodwill.org,Social Assistance,Social Assistance,Non-Profit,3181,2.8,2.7,3.0,3.0,OK,46,2.6,3.0
Bechtel,www.bechtel.com,Architectural & Engineering Services,Architectural & Engineering Services,Business Services,1131,3.4,3.8,3.7,3.6,Satisfied,71,3.2,3.1
Delta Dental Plans Association,www.deltadental.com,Insurance Carriers,Insurance Carriers,Insurance,402,2.6,3.5,3.0,3.1,OK,57,2.6,3.0
The Money Source,www.themoneysource.com,Lending,Lending,Finance,402,4.3,4.1,4.6,4.5,Very Satisfied,89,4.4,4.4
,,,,,,,,,,,,,
Womply,www.womply.com,Consulting,Consulting,Business Services,155,3.6,3.5,3.8,3.8,Satisfied,68,3.7,3.8
Qualys,www.qualys.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,145,3.5,3.3,2.9,3.1,OK,48,2.8,2.9
Taulia,www.taulia.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,115,3.0,3.8,3.5,3.4,OK,61,2.8,3.9
University of California - Office of the President,www.ucop.edu,Colleges & Universities,Colleges & Universities,Education,103,2.8,3.3,3.2,3.3,OK,57,2.7,3.7
Philz Coffee,www.philzcoffee.com,Food & Beverage Stores,Food & Beverage Stores,Retail,98,3.6,3.6,4.5,4.0,Satisfied,86,3.8,3.9
Alta Bates Summit Medical Center,www.altabates.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,79,2.9,3.3,3.3,3.1,OK,53,2.8,3.4
EverString,www.everstring.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,74,4.0,4.2,4.1,4.0,Satisfied,73,3.9,4.0
Blurb,www.blurb.com,Internet,Internet,Information Technology,68,2.8,3.3,2.9,3.3,OK,53,2.7,4.0
LendingHome,www.lendinghome.com,Lending,Lending,Finance,65,4.4,4.1,4.4,4.4,Very Satisfied,83,4.1,4.1
UnitedHealth Group,www.unitedhealthgroup.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,7041,3.2,3.2,3.4,3.3,OK,61,2.9,3.4
Citibank,www.citibank.com,Investment Banking & Asset Management,Investment Banking & Asset Management,Finance,3408,3.3,3.5,3.5,3.5,Satisfied,67,3.0,3.1
FICO,www.fico.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,615,3.2,3.2,3.1,3.2,OK,54,2.9,3.2
Satmetrix,www.satmetrix.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,119,3.6,4.2,3.7,3.8,Satisfied,78,3.4,3.9
GoodData,www.gooddata.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,112,3.4,3.9,3.2,3.6,Satisfied,66,3.0,3.9
Amyris,www.amyris.com,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79,3.9,4.3,4.4,4.0,Satisfied,77,3.1,4.2
Proteus Digital Health,www.proteus.com,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,78,3.2,3.3,3.3,3.2,OK,54,3.1,3.9
Bayside Solutions,www.baysidesolutions.com,Staffing & Outsourcing,Staffing & Outsourcing,Business Services,71,3.4,3.0,3.5,3.5,Satisfied,63,3.6,3.5
Capital Asset Exchange and Trading (CAE),www.caeonline.com,Electrical & Electronic Manufacturing,Electrical & Electronic Manufacturing,Manufacturing,70,3.2,4.0,2.7,3.1,OK,57,2.8,2.3
Bart,www.bart.gov,Passenger Rail,Passenger Rail,Travel & Tourism,70,3.0,4.4,3.0,3.4,OK,62,2.6,3.8
Virool,www.virool.com,Advertising & Marketing,Advertising & Marketing,Business Services,69,4.3,4.4,4.2,4.1,Very Satisfied,77,4.1,4.4
Goldman Sachs,www.goldmansachs.com,Investment Banking & Asset Management,Investment Banking & Asset Management,Finance,5043,3.9,3.9,3.8,3.9,Satisfied,76,3.5,2.8
Nielsen,www.nielsen.com,,,,3745,3.5,3.0,3.7,3.6,Satisfied,71,3.2,3.4
Washington Mutual,www.wamu.com,Investment Banking & Asset Management,Investment Banking & Asset Management,Finance,409,2.9,3.6,3.9,3.5,Satisfied,41,3.2,3.7
Institute of Reading Development,www.readingprograms.org,Education Training Services,Education Training Services,Education,310,2.9,3.0,3.5,3.5,Satisfied,56,3.4,3.5
SunPower,www.sunpower.com,Electrical & Electronic Manufacturing,Electrical & Electronic Manufacturing,Manufacturing,287,3.1,3.7,3.6,3.4,OK,65,3.0,3.2
Skidmore, Owings & Merrill LLP,www.som.com,Architectural & Engineering Services,Architectural & Engineering Services,Business Services,239,3.5,3.2,2.9,3.4,OK,57,3.1,2.4
DGN Technologies,www.dgntechnologies.com,Consulting,Consulting,Business Services,166,4.7,4.6,4.8,4.9,Very Satisfied,98,4.8,4.7
Calypso Technology,www.calypso.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,137,3.2,3.3,3.2,3.6,Satisfied,72,3.0,3.8
Apartment List,www.apartmentlist.com,Real Estate,Real Estate,Real Estate,85,4.5,4.7,4.7,4.5,Very Satisfied,89,4.4,4.3
TechSoup,meet.techsoup.org,Social Assistance,Social Assistance,Non-Profit,80,3.0,3.2,3.7,3.2,OK,56,2.8,4.1
Brown & Toland,www.brownandtoland.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,77,2.8,3.5,2.7,3.0,OK,53,2.5,3.1
Inkling,www.inkling.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,65,3.9,4.3,4.6,4.3,Very Satisfied,80,4.1,4.6
Intel Corporation,www.intel.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,11232,3.6,3.9,3.8,3.8,Satisfied,76,3.2,3.8
Farmers Insurance Group,www.farmers.com,Insurance Carriers,Insurance Carriers,Insurance,2664,3.2,3.3,3.3,3.4,OK,58,3.0,3.4
Anthropologie,www.anthropologie.com,Department, Clothing, & Shoe Stores,Department, Clothing, & Shoe Stores,Retail,1770,3.1,2.9,3.6,3.5,Satisfied,63,3.2,3.1
Specialty's Cafe & Bakery,www.specialtys.com,Fast-Food & Quick-Service Restaurants,Fast-Food & Quick-Service Restaurants,Restaurants, Bars & Food Services,157,2.8,2.8,2.7,3.0,OK,45,2.8,3.6
RelayHealth,www.mckesson.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,109,2.7,3.2,3.0,2.9,OK,38,2.6,3.6
Innovative Interfaces, Inc,www.iii.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,98,2.5,2.8,2.7,2.7,OK,44,2.2,2.8
Patelco Credit Union,www.patelco.org,Banks & Credit Unions,Banks & Credit Unions,Finance,93,3.4,3.6,3.6,3.7,Satisfied,77,3.2,3.5
Rocket Lawyer,www.rocketlawyer.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,84,3.8,4.0,4.3,4.1,Very Satisfied,76,4.1,4.5
Children's Hospital & Research Center at Oakland,www.childrenshospitaloakland.org,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,84,3.1,3.4,3.8,3.6,Satisfied,64,3.1,3.6
BALANCE,www.balancepro.org,Industrial Manufacturing,Industrial Manufacturing,Manufacturing,72,2.1,2.4,2.7,2.7,OK,49,2.4,3.3
LendUp,www.lendup.com,Lending,Lending,Finance,72,4.0,3.7,4.4,4.1,Very Satisfied,72,4.0,3.9
CNET Networks,www.cnet.com,Motion Picture Production & Distribution,Motion Picture Production & Distribution,Media,67,3.0,3.3,3.4,3.4,OK,69,2.8,3.7
Kindred Healthcare,www.kindredhealthcare.com,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,1447,2.7,2.7,2.7,2.8,OK,41,2.4,2.8
Alere,www.alere.com,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,482,2.8,3.3,3.1,3.2,OK,49,2.9,3.4
SelectQuote,www.selectquote.com,Insurance Carriers,Insurance Carriers,Insurance,256,3.6,3.6,3.7,3.5,Satisfied,68,3.5,3.5
Heald College,www.heald.edu,Colleges & Universities,Colleges & Universities,Education,171,2.8,3.2,3.1,3.3,OK,36,2.6,3.0
Nisum,www.nisum.com,IT Services,IT Services,Information Technology,134,3.7,3.7,3.6,4.0,Satisfied,76,3.4,3.7
LEWIS Global Communications,www.teamlewis.com,Advertising & Marketing,Advertising & Marketing,Business Services,129,3.4,3.3,3.0,2.8,OK,51,2.7,3.1
PetersenDean,www.petersendean.com,Construction,Construction,Construction, Repair & Maintenance,126,4.2,4.2,4.2,4.2,Very Satisfied,80,4.2,4.1
Peek,www.peek.com,Travel Agencies,Travel Agencies,Travel & Tourism,102,4.2,3.5,4.4,4.2,Very Satisfied,82,4.3,3.9
Glass Lewis & Co,www.glasslewis.com,Investment Banking & Asset Management,Investment Banking & Asset Management,Finance,93,2.3,2.5,3.5,3.6,Satisfied,70,3.2,3.1
IGN Entertainment,corp.ign.com,Internet,Internet,Information Technology,92,3.0,2.9,4.2,3.2,OK,69,2.6,3.3
Golden Gate University,www.ggu.edu,Colleges & Universities,Colleges & Universities,Education,79,2.8,2.5,3.6,3.3,OK,50,3.2,4.0
Ellation,www.ellation.com,Internet,Internet,Information Technology,65,3.2,3.6,3.2,3.1,OK,52,2.9,3.5
Viscira,www.viscira.com,Advertising & Marketing,Advertising & Marketing,Business Services,80,3.1,2.8,3.0,2.9,OK,44,2.8,2.9
VMware,www.vmware.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,3717,3.9,4.3,4.3,4.2,Very Satisfied,87,3.7,4.1
JLL,www.jll.com,Real Estate,Real Estate,Real Estate,2222,3.4,3.4,3.6,3.6,Satisfied,69,3.2,3.5
Stanford University,www.stanford.edu,Colleges & Universities,Colleges & Universities,Education,2101,3.9,3.6,4.2,4.3,Very Satisfied,85,3.7,3.9
Nestlé USA,www.nestleusa.com,Consumer Products Manufacturing,Consumer Products Manufacturing,Manufacturing,1158,3.5,3.8,3.5,3.6,Satisfied,73,3.1,3.4
Charlotte Russe,www.charlotterusse.com,Department, Clothing, & Shoe Stores,Department, Clothing, & Shoe Stores,Retail,1042,2.8,2.5,3.3,3.3,OK,56,2.9,3.2
Equity Residential,www.equityapartments.com,Real Estate,Real Estate,Real Estate,477,4.2,4.1,4.4,4.3,Very Satisfied,86,4.2,4.0
Copart,www.copart.com,Auctions & Galleries,Auctions & Galleries,Retail,417,3.1,3.1,3.1,3.1,OK,44,2.9,2.9
Silicon Valley Bank,www.svb.com,Banks & Credit Unions,Banks & Credit Unions,Finance,352,3.0,3.5,3.3,3.2,OK,48,3.1,3.2
Monitise,www.monitise.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,172,2.4,3.2,2.6,2.6,OK,34,2.2,3.4
Amerit Fleet Solutions,www.ameritfleetsolutions.com,Transportation Management,Transportation Management,Transportation & Logistics,171,4.3,4.1,4.3,4.4,Very Satisfied,88,4.3,4.3
Novogradac & Company,www.novoco.com,Accounting,Accounting,Accounting & Legal,150,3.7,3.8,3.9,3.8,Satisfied,73,3.6,3.3
eTouch Systems,www.etouch.net,IT Services,IT Services,Information Technology,140,2.2,2.2,2.3,2.7,OK,44,2.2,2.7
Hack Reactor,www.hackreactor.com,Education Training Services,Education Training Services,Education,99,3.9,3.5,4.5,4.2,Very Satisfied,85,4.1,4.0
RockYou,www.rockyou.com,Advertising & Marketing,Advertising & Marketing,Business Services,90,3.0,3.6,3.0,3.2,OK,46,2.8,3.8
Mills College,www.mills.edu,Colleges & Universities,Colleges & Universities,Education,78,2.5,2.3,3.9,3.5,Satisfied,55,2.8,3.6
FANDOM,www.fandom.com,News Outlet,News Outlet,Media,78,2.9,3.4,3.2,3.1,OK,59,2.9,3.7
California Academy of Sciences,www.calacademy.org,Grantmaking Foundations,Grantmaking Foundations,Non-Profit,77,3.0,3.6,4.4,4.0,Satisfied,94,3.6,3.9
,,,,,,,,,,,,,
SocialChorus,www.socialchorus.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,62,4.3,4.5,4.4,4.3,Very Satisfied,81,4.4,4.1
Wipro,www.wipro.com,IT Services,IT Services,Information Technology,14963,3.4,2.9,3.5,3.4,OK,66,2.8,3.2
,,,,,,,,,,,,,
CSC,www.csc.com,IT Services,IT Services,Information Technology,6355,2.5,2.6,2.6,2.7,OK,36,2.2,3.1
Vector Marketing,www.vectormarketing.com,Advertising & Marketing,Advertising & Marketing,Business Services,2262,4.2,4.0,4.2,4.1,Very Satisfied,84,4.1,4.1
Cheesecake Factory,www.thecheesecakefactory.com,Casual Restaurants,Casual Restaurants,Restaurants, Bars & Food Services,1729,3.6,3.4,3.8,3.6,Satisfied,72,3.2,3.3
Meltwater,www.meltwater.com,Advertising & Marketing,Advertising & Marketing,Business Services,415,3.8,3.7,3.9,3.6,Satisfied,62,3.4,3.0
WalkMe,www.walkme.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,121,4.1,4.1,4.3,4.2,Very Satisfied,83,4.0,4.0
The Climate Corp,www.climate.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,115,3.1,3.7,3.5,3.4,OK,59,2.8,3.6
Storm8,www.storm8.com,Video Games,Video Games,Media,108,3.0,4.2,3.8,3.5,Satisfied,53,2.8,3.7
Birst,www.birst.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,91,3.5,3.8,3.5,3.6,Satisfied,63,3.4,3.6
Intrax,www.intraxinc.com,Education Training Services,Education Training Services,Education,87,2.4,2.4,3.0,2.6,OK,34,2.1,3.2
Perfect World Entertainment,www.perfectworld.com,Video Games,Video Games,Media,82,3.2,3.7,3.9,3.8,Satisfied,74,3.4,3.9
Hired,www.hired.com,Staffing & Outsourcing,Staffing & Outsourcing,Business Services,78,3.8,4.5,4.5,4.2,Very Satisfied,79,3.8,4.5
Marin General Hospital,www.maringeneral.org,Health Care Services & Hospitals,Health Care Services & Hospitals,Health Care,75,3.3,4.2,3.3,3.6,Satisfied,69,3.3,3.4
Fremont Bank,www.fremontbank.com,Banks & Credit Unions,Banks & Credit Unions,Finance,72,3.0,3.2,3.5,3.2,OK,46,3.3,3.5
BrightRoll,www.brightroll.com,Internet,Internet,Information Technology,68,3.8,4.1,4.2,4.1,Very Satisfied,75,3.8,4.2
,,,,,,,,,,,,,
Smart Meetings,www.smartmeetings.com,Publishing,Publishing,Media,81,3.6,3.3,3.6,3.5,Satisfied,64,3.5,3.2
Ricoh Americas Corporation,www.ricoh-usa.com,IT Services,IT Services,Information Technology,1723,2.6,2.8,2.9,2.8,OK,38,2.4,3.2
lululemon,www.lululemon.com,Department, Clothing, & Shoe Stores,Department, Clothing, & Shoe Stores,Retail,1311,3.6,3.9,4.3,4.1,Very Satisfied,84,3.6,3.9
Western Union,corporate.westernunion.com,Financial Transaction Processing,Financial Transaction Processing,Finance,821,3.0,3.5,3.3,3.3,OK,61,2.9,3.4
Kimpton Hotels & Restaurants,www.kimptonhotels.com,Hotels, Motels, & Resorts,Hotels, Motels, & Resorts,Travel & Tourism,435,4.3,3.9,4.5,4.3,Very Satisfied,82,4.1,3.9
State Compensation Insurance Fund,www.statefundca.com,Insurance Carriers,Insurance Carriers,Insurance,139,3.0,3.5,3.1,3.4,OK,65,3.0,3.8
Shaklee,www.shaklee.com,Health, Beauty, & Fitness,Health, Beauty, & Fitness,Consumer Services,87,3.5,3.6,4.0,3.9,Satisfied,68,3.5,3.8
The Gladstone Institutes,www.gladstone.org,Colleges & Universities,Colleges & Universities,Education,67,3.5,3.8,4.0,4.2,Very Satisfied,88,3.3,3.6
Flexport,www.flexport.com,Logistics & Supply Chain,Logistics & Supply Chain,Transportation & Logistics,54,4.3,3.8,4.2,4.2,Very Satisfied,81,4.1,3.7
Dell,www.dell.com,IT Services,IT Services,Information Technology,11000,3.5,3.6,3.8,3.8,Satisfied,77,3.4,3.9
Seagate Technology,www.seagate.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,1327,2.6,3.2,3.0,2.9,OK,39,2.4,3.6
Crunch Fitness,www.crunch.com,Sports & Recreation,Sports & Recreation,Arts, Entertainment & Recreation,295,3.0,2.8,3.5,3.1,OK,58,3.0,3.3
Orrick,www.orrick.com,Legal,Legal,Accounting & Legal,141,3.4,4.2,4.1,3.7,Satisfied,75,3.5,3.7
Backroads,www.backroads.com,Travel Agencies,Travel Agencies,Travel & Tourism,111,3.9,3.6,4.5,4.3,Very Satisfied,86,4.3,3.8
Delphix,www.delphix.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,100,3.2,3.9,3.4,3.3,OK,52,3.0,4.0
Quid,www.quid.com,Internet,Internet,Information Technology,76,4.2,4.4,4.2,3.8,Satisfied,69,3.6,4.2
Premier Talent Partners,www.premiertalentpartners.com,Consulting,Consulting,Business Services,72,3.7,3.4,3.7,4.2,Very Satisfied,72,3.5,3.7
Sports Basement,www.sportsbasement.com,Sporting Goods Stores,Sporting Goods Stores,Retail,70,2.9,3.5,4.2,4.0,Satisfied,77,3.5,4.0
Touch Of Modern,www.touchofmodern.com,Other Retail Stores,Other Retail Stores,Retail,62,3.2,3.0,3.2,3.4,OK,50,2.8,3.6
NetXperts,www.netxperts.com,IT Services,IT Services,Information Technology,53,3.6,3.8,3.3,3.5,Satisfied,61,3.3,3.3
Brayton Purcell,www.braytonlaw.com,Legal,Legal,Accounting & Legal,47,2.4,3.0,2.2,2.5,OK,43,2.5,2.6
California College of the Arts,www.cca.edu,Colleges & Universities,Colleges & Universities,Education,92,2.9,2.7,4.1,3.4,OK,56,2.9,3.6
REI,www.rei.com,Sporting Goods Stores,Sporting Goods Stores,Retail,1328,2.8,3.4,4.2,3.9,Satisfied,79,3.4,4.0
Cushman & Wakefield,www.cushmanwakefield.com,Real Estate,Real Estate,Real Estate,940,3.3,3.2,3.3,3.6,Satisfied,70,3.2,3.5
Epsilon,www.epsilon.com,Advertising & Marketing,Advertising & Marketing,Business Services,871,3.1,3.2,3.4,3.3,OK,61,2.9,3.7
ASUS,www.asus.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,384,3.4,3.0,2.9,3.3,OK,58,2.9,3.0
,,,,,,,,,,,,,
Zerve,www.zerve.com,Travel Agencies,Travel Agencies,Travel & Tourism,138,3.2,2.8,4.1,3.8,Satisfied,62,3.7,3.2
Mode Media,www.corp.mode.com,Publishing,Publishing,Media,116,2.7,3.1,3.1,3.0,OK,35,2.4,3.5
BPM,www.bpmcpa.com,Accounting,Accounting,Accounting & Legal,102,4.3,4.1,4.4,4.3,Very Satisfied,91,4.0,3.9
Giant Creative Strategy,www.giantagency.com,Advertising & Marketing,Advertising & Marketing,Business Services,72,3.0,3.3,3.1,3.0,OK,48,2.4,2.6
Telmate,www.telmate.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,68,2.7,2.5,2.5,2.5,OK,42,2.2,2.8
Affirm,www.affirm.com,Lending,Lending,Finance,64,4.2,4.6,4.1,4.2,Very Satisfied,80,3.9,3.5
Lever,www.lever.co,Internet,Internet,Information Technology,62,4.5,4.4,4.8,4.7,Very Satisfied,90,4.4,4.5
OpenDNS,www.opendns.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,57,4.3,4.1,4.6,4.5,Very Satisfied,84,4.3,4.5
Broadly,www.broadly.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,51,4.9,4.7,5.0,4.9,Very Satisfied,97,4.9,4.8
Leanplum,www.leanplum.com,Computer Hardware & Software,Computer Hardware & Software,Information Technology,50,4.9,4.7,5.0,5.0,Very Satisfied,100,4.7,4.7
Adchemy,www.adchemy.com,Internet,Internet,Information Technology,49,3.1,3.6,3.2,3.2,OK,53,2.9,3.5
Moogsoft,www.moogsoft.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,102,4.6,4.6,4.8,4.8,Very Satisfied,93,4.7,4.5
Michaels Stores,www.michaels.com,Toy & Hobby Stores,Toy & Hobby Stores,Retail,3181,2.9,2.7,3.3,3.2,OK,55,2.8,3.2
TEKsystems,www.teksystems.com,Staffing & Outsourcing,Staffing & Outsourcing,Business Services,3152,3.3,3.0,3.3,3.4,OK,63,3.0,3.0
Massage Envy,jobs.massageenvy.com,Health, Beauty, & Fitness,Health, Beauty, & Fitness,Consumer Services,2835,3.4,3.0,3.6,3.6,Satisfied,63,3.4,3.6
FedEx,www.fedex.com,Express Delivery Services,Express Delivery Services,Transportation & Logistics,3670,3.5,3.7,3.6,3.7,Satisfied,74,3.3,3.5
Paychex,www.paychex.com,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Information Technology,1847,3.7,3.6,3.8,3.7,Satisfied,69,3.4,3.7
